Category,SubCategory,Indicator,Year,Geography,Geo_Group,Geo_ID,Demography,Demo_Group,Number,Cum_Number,Ave_Annual_Number,Crude_Rate,Lower_95CI_Crude_Rate,Upper_95CI_Crude_Rate,Age_Adj_Rate,Lower_95CI_Age_Adj_Rate,Upper_95CI_Age_Adj_Rate,Percent,Lower_95CI_Percent,Upper_95CI_Percent,Weight_Number,Weight_Percent,Lower_95CI_Weight_Percent,Upper_95CI_Weight_Percent,Map_Key,Flag
Environmental Quality,Climate,Vegetation Index,2017,Community Area,54-Riverdale,54,NA,NA,0.384381811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,Climate,Vegetation Index,2017,Community Area,55-Hegewisch,55,NA,NA,0.36366136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,Climate,Vegetation Index,2017,Community Area,56-Garfield Ridge,56,NA,NA,0.258614322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,Climate,Vegetation Index,2017,Community Area,57-Archer Heights,57,NA,NA,0.162794806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,Climate,Vegetation Index,2017,Community Area,58-Brighton Park,58,NA,NA,0.183475146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,Climate,Vegetation Index,2017,Community Area,59-McKinley Park,59,NA,NA,0.20249603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,Climate,Vegetation Index,2017,Community Area,60-Bridgeport,60,NA,NA,0.175826633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,Climate,Vegetation Index,2017,Community Area,61-New City,61,NA,NA,0.238016027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,Climate,Vegetation Index,2017,Community Area,62-West Elsdon,62,NA,NA,0.258399178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,Climate,Vegetation Index,2017,Community Area,63-Gage Park,63,NA,NA,0.242127788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,Climate,Vegetation Index,2017,Community Area,64-Clearing,64,NA,NA,0.238439438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,Climate,Vegetation Index,2017,Community Area,65-West Lawn,65,NA,NA,0.233757281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,Climate,Vegetation Index,2017,Community Area,66-Chicago Lawn,66,NA,NA,0.28554388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,Climate,Vegetation Index,2017,Community Area,67-West Englewood,67,NA,NA,0.32928833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,Climate,Vegetation Index,2017,Community Area,68-Englewood,68,NA,NA,0.338501596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,Climate,Vegetation Index,2017,Community Area,69-Greater Grand Crossing,69,NA,NA,0.293679197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,Climate,Vegetation Index,2017,Community Area,70-Ashburn,70,NA,NA,0.301233433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,Climate,Vegetation Index,2017,Community Area,71-Auburn Gresham,71,NA,NA,0.298730982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,Climate,Vegetation Index,2017,Community Area,72-Beverly,72,NA,NA,0.450725537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,Climate,Vegetation Index,2017,Community Area,73-Washington Heights,73,NA,NA,0.343674072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,Climate,Vegetation Index,2017,Community Area,74-Mount Greenwood,74,NA,NA,0.383363126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,Climate,Vegetation Index,2017,Community Area,75-Morgan Park,75,NA,NA,0.393721754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,Climate,Vegetation Index,2017,Community Area,76-OHare,76,NA,NA,0.279150482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,Climate,Vegetation Index,2017,Community Area,77-Edgewater,77,NA,NA,0.247420923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
