"","Category","SubCategory","Indicator","Year","Geography","Geo_Group","Geo_ID","Demography","Demo_Group","Number","Cum_Number","Avg_Annual_Number","Crude_Rate","Lower_95CI_Crude_Rate","Upper_95CI_Crude_Rate","Age_Adj_Rate","Lower_95CI_Age_Adj_Rate","Upper_95CI_Age_Adj_Rate","Percent","Lower_95CI_Percent","Upper_95CI_Percent","Weight_Number","Weight_Percent","Lower_95CI_Weight_Percent","Upper_95CI_Weight_Percent","Map_Key","Flag"
"16","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","16-Irving Park","16",NA,NA,44.0927185252608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"17","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","17-Dunning","17",NA,NA,43.7965932110634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","1"
"18","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","18-Montclare","18",NA,NA,43.9722493278759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","1"
"19","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","19-Belmont Cragin","19",NA,NA,44.1575098759382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"20","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","20-Hermosa","20",NA,NA,44.3693710874786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"21","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","21-Avondale","21",NA,NA,44.3315333942635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"22","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","22-Logan Square","22",NA,NA,44.6047588360489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"23","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","23-Humboldt Park","23",NA,NA,44.7025219470236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"24","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","24-West Town","24",NA,NA,45.0016121749615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"25","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","25-Austin","25",NA,NA,44.4957482736687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"26","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","26-West Garfield Park","26",NA,NA,44.8152707689375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"27","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","27-East Garfield Park","27",NA,NA,44.9746675182286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"28","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","28-Near West Side","28",NA,NA,45.3446962551473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"29","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","29-North Lawndale","29",NA,NA,45.0033656460641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"30","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","30-South Lawndale","30",NA,NA,45.1319651248034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"31","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","31-Lower West Side","31",NA,NA,45.374063293016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"32","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","32-Loop","32",NA,NA,45.5947828740368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"33","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","33-Near South Side","33",NA,NA,45.719002799609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"34","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","34-Armour Square","34",NA,NA,45.6097489426095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"35","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","35-Douglas","35",NA,NA,45.6294555867144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"36","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","36-Oakland","36",NA,NA,45.5493196278317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"37","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","37-Fuller Park","37",NA,NA,45.3327855510972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"38","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","38-Grand Boulevard","38",NA,NA,45.4081395433364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"39","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","39-Kenwood","39",NA,NA,45.3867148216503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"40","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","40-Washington Park","40",NA,NA,45.2009701097239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"41","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","41-Hyde Park","41",NA,NA,45.2021156620691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"42","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","42-Woodlawn","42",NA,NA,45.0530830136943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"43","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","43-South Shore","43",NA,NA,44.8767147611864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"44","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","44-Chatham","44",NA,NA,44.7965368272617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"45","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","45-Avalon Park","45",NA,NA,44.7663127782048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"46","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","46-South Chicago","46",NA,NA,44.6776363849739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"47","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","47-Burnside","47",NA,NA,44.670925926918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"48","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","48-Calumet Heights","48",NA,NA,44.6382069272203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"49","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","49-Roseland","49",NA,NA,44.5640095511367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"50","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","50-Pullman","50",NA,NA,44.5068469896416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"51","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","51-South Deering","51",NA,NA,44.3233155101161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"52","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","52-East Side","52",NA,NA,44.4002169618874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"53","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","53-West Pullman","53",NA,NA,44.2860624913899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"54","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","54-Riverdale","54",NA,NA,44.0744968669651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","1"
"55","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","55-Hegewisch","55",NA,NA,44.022185022167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","1"
"56","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","56-Garfield Ridge","56",NA,NA,45.3752630110163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"57","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","57-Archer Heights","57",NA,NA,45.3041893742333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"58","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","58-Brighton Park","58",NA,NA,45.2088443518813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"59","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","59-Mckinley Park","59",NA,NA,45.2789696405352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"60","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","60-Bridgeport","60",NA,NA,45.4724724384113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"61","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","61-New City","61",NA,NA,45.2431052515756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"62","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","62-West Elsdon","62",NA,NA,45.3887472723803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"63","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","63-Gage Park","63",NA,NA,45.2413700899764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"64","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","64-Clearing","64",NA,NA,45.3757240225188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"65","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","65-West Lawn","65",NA,NA,45.3459976500493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","5"
"66","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","66-Chicago Lawn","66",NA,NA,45.1926866784855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"67","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","67-West Englewood","67",NA,NA,45.0982817077774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"68","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","68-Englewood","68",NA,NA,45.0799601292522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"69","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","69-Greater Grand Crossing","69",NA,NA,44.9577307466528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"70","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","70-Ashburn","70",NA,NA,45.1504751236209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","4"
"71","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","71-Auburn Gresham","71",NA,NA,44.9184388366534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"72","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","72-Beverly","72",NA,NA,44.7654775323071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"73","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","73-Washington Heights","73",NA,NA,44.7243540893262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"74","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","74-Mount Greenwood","74",NA,NA,44.7039534214521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","3"
"75","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","75-Morgan Park","75",NA,NA,44.5316997918171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","2"
"76","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","76-Ohare","76",NA,NA,43.6819377024347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","1"
"77","Environmental Quality","Climate","Minimum Temperature",2017,"Community Area","77-Edgewater","77",NA,NA,43.9536090965308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quintile","1"
