Category,SubCategory,Indicator,Year,Geography,Geo_Group,Geo_ID,Demography,Demo_Group,Number,Cum_Number,Ave_Annual_Number,Crude_Rate,Lower_95CI_Crude_Rate,Upper_95CI_Crude_Rate,Age_Adj_Rate,Lower_95CI_Age_Adj_Rate,Upper_95CI_Age_Adj_Rate,Percent,Lower_95CI_Percent,Upper_95CI_Percent,Weight_Number,Weight_Percent,Lower_95CI_Weight_Percent,Upper_95CI_Weight_Percent,Map_Key,Flag
Environmental Quality,EPA,Ozone,2017,Community Area,1-Rogers Park,1,NA,NA,0.0443362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,2-West Ridge,2,NA,NA,0.0437416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,3-Uptown,3,NA,NA,0.0430887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,4-Lincoln Square,4,NA,NA,0.0427713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,5-North Center,5,NA,NA,0.0425531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,6-Lakeview,6,NA,NA,0.0428217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,7-Lincoln Park,7,NA,NA,0.0428364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,8-Near North Side,8,NA,NA,0.0430049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,9-Edison Park,9,NA,NA,0.0404619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,10-Norwood Park,10,NA,NA,0.0399974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,11-Jefferson Park,11,NA,NA,0.0403328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,12-Forest Glen,12,NA,NA,0.0408427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,13-North Park,13,NA,NA,0.0419615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,14-Albany Park,14,NA,NA,0.041644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,15-Portage Park,15,NA,NA,0.0406884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,16-Irving Park,16,NA,NA,0.0418671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,17-Dunning,17,NA,NA,0.0400229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,18-Montclare,18,NA,NA,0.0406407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,19-Belmont Cragin,19,NA,NA,0.0412283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,20-Hermosa,20,NA,NA,0.0416947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,21-Avondale,21,NA,NA,0.0420595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,22-Logan Square,22,NA,NA,0.0422029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,23-Humboldt Park,23,NA,NA,0.0419943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,24-West Town,24,NA,NA,0.042577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,25-Austin,25,NA,NA,0.0415928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,26-West Garfield Park,26,NA,NA,0.0418798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,27-East Garfield Park,27,NA,NA,0.0422304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,28-Near West Side,28,NA,NA,0.0427892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,29-North Lawndale,29,NA,NA,0.0420059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,30-South Lawndale,30,NA,NA,0.0422766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,31-Lower West Side,31,NA,NA,0.0429202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,32-Loop,32,NA,NA,0.0431938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,33-Near South Side,33,NA,NA,0.0434004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,34-Armour Square,34,NA,NA,0.0434516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,35-Douglas,35,NA,NA,0.0436659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,36-Oakland,36,NA,NA,0.044147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,37-Fuller Park,37,NA,NA,0.0438717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,38-Grand Boulevard,38,NA,NA,0.0439633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,39-Kenwood,39,NA,NA,0.0444423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,40-Washington Park,40,NA,NA,0.0441852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,41-Hyde Park,41,NA,NA,0.0446474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,42-Woodlawn,42,NA,NA,0.0446439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,43-South Shore,43,NA,NA,0.045573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,44-Chatham,44,NA,NA,0.0444729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,45-Avalon Park,45,NA,NA,0.045174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,46-South Chicago,46,NA,NA,0.0458209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,47-Burnside,47,NA,NA,0.0447441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,48-Calumet Heights,48,NA,NA,0.04533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,49-Roseland,49,NA,NA,0.0442846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,50-Pullman,50,NA,NA,0.0445418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,51-South Deering,51,NA,NA,0.0442174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,52-East Side,52,NA,NA,0.0444414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,53-West Pullman,53,NA,NA,0.0441877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,54-Riverdale,54,NA,NA,0.0438474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,55-Hegewisch,55,NA,NA,0.0429425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,56-Garfield Ridge,56,NA,NA,0.0428792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,57-Archer Heights,57,NA,NA,0.0428409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,Ozone,2017,Community Area,58-Brighton Park,58,NA,NA,0.0431818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,59-McKinley Park,59,NA,NA,0.0430964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,60-Bridgeport,60,NA,NA,0.0432398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,61-New City,61,NA,NA,0.0436499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,62-West Elsdon,62,NA,NA,0.0434516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,63-Gage Park,63,NA,NA,0.0437049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,64-Clearing,64,NA,NA,0.0432568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,EPA,Ozone,2017,Community Area,65-West Lawn,65,NA,NA,0.0441682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,66-Chicago Lawn,66,NA,NA,0.0442367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,67-West Englewood,67,NA,NA,0.0440592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,68-Englewood,68,NA,NA,0.0440884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,69-Greater Grand Crossing,69,NA,NA,0.0445638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,70-Ashburn,70,NA,NA,0.0444371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,71-Auburn Gresham,71,NA,NA,0.0442271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,72-Beverly,72,NA,NA,0.0443449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,73-Washington Heights,73,NA,NA,0.0442505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,4
Environmental Quality,EPA,Ozone,2017,Community Area,74-Mount Greenwood,74,NA,NA,0.0449908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,75-Morgan Park,75,NA,NA,0.044429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,EPA,Ozone,2017,Community Area,76-OHare,76,NA,NA,0.0386168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,Ozone,2017,Community Area,77-Edgewater,77,NA,NA,0.043517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
