Category,SubCategory,Indicator,Year,Geography,Geo_Group,Geo_ID,Demography,Demo_Group,Number,Cum_Number,Ave_Annual_Number,Crude_Rate,Lower_95CI_Crude_Rate,Upper_95CI_Crude_Rate,Age_Adj_Rate,Lower_95CI_Age_Adj_Rate,Upper_95CI_Age_Adj_Rate,Percent,Lower_95CI_Percent,Upper_95CI_Percent,Weight_Number,Weight_Percent,Lower_95CI_Weight_Percent,Upper_95CI_Weight_Percent,Map_Key,Flag
Environmental Quality,Land Cover,Gray Index,2011,Community Area,1-Rogers Park,1,NA,NA,96.23758594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,Land Cover,Gray Index,2011,Community Area,2-West Ridge,2,NA,NA,98.49787528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
Environmental Quality,Land Cover,Gray Index,2011,Community Area,3-Uptown,3,NA,NA,96.38608643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,Land Cover,Gray Index,2011,Community Area,4-Lincoln Square,4,NA,NA,97.07959794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,Land Cover,Gray Index,2011,Community Area,5-North Center,5,NA,NA,96.67345553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,Land Cover,Gray Index,2011,Community Area,6-Lakeview,6,NA,NA,95.83889631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,Land Cover,Gray Index,2011,Community Area,7-Lincoln Park,7,NA,NA,95.97182479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,Land Cover,Gray Index,2011,Community Area,8-Near North Side,8,NA,NA,94.12813654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,Land Cover,Gray Index,2011,Community Area,9-Edison Park,9,NA,NA,99.81389578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,5
Environmental Quality,Land Cover,Gray Index,2011,Community Area,10-Norwood Park,10,NA,NA,98.15862894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,3
