Category,SubCategory,Indicator,Year,Geography,Geo_Group,Geo_ID,Demography,Demo_Group,Number,Cum_Number,Ave_Annual_Number,Crude_Rate,Lower_95CI_Crude_Rate,Upper_95CI_Crude_Rate,Age_Adj_Rate,Lower_95CI_Age_Adj_Rate,Upper_95CI_Age_Adj_Rate,Percent,Lower_95CI_Percent,Upper_95CI_Percent,Weight_Number,Weight_Percent,Lower_95CI_Weight_Percent,Upper_95CI_Weight_Percent,Map_Key,Flag
Environmental Quality,EPA,SO2,2017,Community Area,1-Rogers Park,1,NA,NA,1.553683187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,SO2,2017,Community Area,2-West Ridge,2,NA,NA,1.572426962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,SO2,2017,Community Area,3-Uptown,3,NA,NA,1.859525474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,SO2,2017,Community Area,4-Lincoln Square,4,NA,NA,1.756630292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,SO2,2017,Community Area,5-North Center,5,NA,NA,1.941789845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,SO2,2017,Community Area,6-Lakeview,6,NA,NA,1.994331918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,SO2,2017,Community Area,7-Lincoln Park,7,NA,NA,2.117208422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,SO2,2017,Community Area,8-Near North Side,8,NA,NA,2.238236897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,2
Environmental Quality,EPA,SO2,2017,Community Area,9-Edison Park,9,NA,NA,1.414262687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,SO2,2017,Community Area,10-Norwood Park,10,NA,NA,1.575299114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,SO2,2017,Community Area,11-Jefferson Park,11,NA,NA,1.636653232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
Environmental Quality,EPA,SO2,2017,Community Area,12-Forest Glen,12,NA,NA,1.536817365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quintile,1
