"site.id2","fips","site.id","avg.pm25","frm","car40","car100","car300","car500","car1000","tr40","tr100","tr300","tr500","tr1000","ln40","ln100","ln300","ln500","ln1000","txres.40","txres.100","txres.300","txres.500","txres.1000","txind.40","txind.100","txind.300","txind.500","txind.1000","njl.ind.40","njl.ind.100","njl.ind.300","njl.ind.500","njl.ind.1000","njl.wat.40","njl.wat.100","njl.wat.300","njl.wat.500","njl.wat.1000","njl.veg.40","njl.veg.100","njl.veg.300","njl.veg.500","njl.veg.1000","njl.res.40","njl.res.100","njl.res.300","njl.res.500","njl.res.1000","njl.bar.40","njl.bar.100","njl.bar.300","njl.bar.500","njl.bar.1000","l.ind.40","l.ind.100","l.ind.300","l.ind.500","l.ind.1000","l.wat.40","l.wat.100","l.wat.300","l.wat.500","l.wat.1000","l.veg.40","l.veg.100","l.veg.300","l.veg.500","l.veg.1000","l.res.40","l.res.100","l.res.300","l.res.500","l.res.1000","l.bar.40","l.bar.100","l.bar.300","l.bar.500","l.bar.1000","emit100","emit300","emit500","emit1000","emit40","pt100","pt300","pt500","pt1000","pt40","tot.pop40","tot.pop100","tot.pop300","tot.pop500","tot.pop1000","hh40","hh100","hh300","hh500","hh1000","hu40","hu100","hu300","hu500","hu1000","med.inc9940","med.inc99100","med.inc99300","med.inc99500","med.inc991000","per.nonw40","per.nonw100","per.nonw300","per.nonw500","per.nonw1000","resid40","resid100","resid300","resid500","resid1000","indus40","indus100","indus300","indus500","indus1000","state","county","FRM","cty.emit.area","cty.emit.nrmob","cty.emit.ormob","cty.emit.pt","rur.urb.40","ind.res.40","rur.urb.100","ind.res.100","rur.urb.300","ind.res.300","rur.urb.500","ind.res.500","rur.urb.1000","ind.res.1000","land.use","location.setting","industrial","car40.300","car300.1000","car40.1000","tr40.300","tr300.1000","tr40.1000","car100.300","car100.1000","tr100.300","tr100.1000","car40.500","lnd.21.1000","lnd.22.1000","prop.res","traf40"
"090010010","09001","090010010.1",13.6,"1",0,.3030284233423873,6.027987055468914,11.471334614395378,25.289999825668858,0,.00793752197088275,.2287885782060385,.4308245682658891,.8908739334944998,0,.430195,3.4472460000000007,9.835582000000002,33.79577999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.510967913,32.546224724,89.26961689099998,355.9265603399999,0,0,0,0,1.266820516,0,0,2.1199054109999995,6.315325146000001,35.22965692999999,1.235263796,6.209430071,34.817451474,96.40099101099999,347.552791781,0,0,0,1.0240158109999997,3.8662793909999995,0,0,0,136.816,0,0,0,0,3,0,.004899812642857743,.03062382607860113,.4945813656426294,2.2782630511003474,10.895191072331421,.00298214135974924,.01863838170953004,.19400348965837474,.78980399378978,3.7830061990127457,.0032584160361292785,.020365098271175875,.22219786017837148,.9026505703142814,4.270891614547262,21875,21875,23500.34618376305,23194.15085400902,23371.980219273817,.5763157894736842,.5763157894736842,.6192514667901302,.6641867938900827,.686921692869118,0,0,0,0,0,0,0,0,0,0,"09","001","1",3579.788,745.7,453.92,426.095,-.3015018362289845,-.07789175617221995,-1.1203735132780734,.4191441933712968,.3482562686681481,8.387288210309034,-3.727206822174162,23.401495445670623,-31.18906937627594,88.43351789434753,"RESIDENTIAL","URBAN AND CENTER CITY",0,24111948.221875656,77048051.08079977,101159999.30267543,915154.312824154,2648341.4211538453,3563495.7339779995,22899834.528506108,99947885.60930587,883404.224940623,3531745.6460944684,45885338.45758151,85104.517,1321991.806,.015533744301727251,0
"090010113","09001","090010113.1",12.9,"1",0,.0991384950847975,.9614144311396984,3.56659754267608,21.217701576694054,0,.0020910317848874998,.015565975096725502,.06435777588921372,.5838497762792438,0,.182531,2.8329570000000004,8.958699,31.671122000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138873775,5.107531454999999,34.355582962999996,89.867126687,319.64278966099994,0,0,.592451483,5.237504583999999,11.546798483999998,0,.41610039899999995,2.583865764999999,7.576151713,24.844330745000004,0,0,20.618057004999997,69.35092655399998,374.177076403,0,0,.2223,1.3350451269999999,3.9889492239999993,0,0,0,0,0,0,0,0,0,0,.004899812642857743,.03062382607860113,.4176106915128399,1.5784636958212277,10.792863140369642,.00298214135974924,.01863838170953004,.23257595526339278,.7062112679716904,3.6962599730439734,.0032584160361292785,.020365098271175875,.2641066387556971,.8079536992541712,4.155396433358508,21875,21875,18722.67982005037,18704.59109677319,22865.248642076007,.5763157894736842,.5763157894736842,.6189654708778937,.6574261482898599,.6383683731974182,0,0,0,0,0,0,0,0,0,0,"09","001","1",3579.788,745.7,453.92,426.095,.37035601867181567,-.17945481423277043,1.6602524813011588,1.1789137301374333,5.865646235907541,8.763752557348727,6.483218031878378,24.98776814170247,-49.653291643990194,75.54783039082491,"COMMERCIAL","URBAN AND CENTER CITY",0,3845657.7245587935,81025148.58221741,84870806.30677621,62263.90038690201,2273135.2047300735,2335399.1051169755,3449103.7442196035,84474252.32643703,53899.77324735201,2327034.9779774253,14266390.17070432,13981.14,1500905.8090000001,.10735217650348972,0
"090012124","09001","090012124.1",12.6,"1",0,0,.33375998569819354,1.4560692554577437,5.4994758429583355,0,0,.005389115345639,.019843806041311,.07320177188649225,0,0,.717466,3.575116,14.701189999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.31347486299999994,46.374066478999985,0,0,0,0,0,0,.27514886099999997,1.367978131,3.0421792049999996,16.131946428,1.235263796,7.445249369999999,68.115603725,189.654295779,708.786112047,0,0,0,0,.7476741869999999,0,0,.04,.04,0,0,0,1,1,0,.023672590533748053,.14795367663540424,1.3267573815254177,3.818953245227616,16.837270292909228,.010771248290170147,.0673202953521946,.6013241564343285,1.7542477565481576,7.861605110651933,.011100644262346606,.06937901998070208,.6196778045128767,1.8372840421982963,8.395567611014148,67974,67974,67964.08196616567,71035.52618000022,69248.63187929071,.27458432304038005,.27458432304038,.27386341223467386,.26331554134596646,.3216800807938037,0,0,0,0,0,0,0,0,0,0,"09","001","1",3579.788,745.7,453.92,426.095,.14457491340515677,.45080753233297344,1.5071535176619246,-2.2840232266464753,-3.650149988008243,-7.950361495450934,.21879816887643455,-26.640609772484282,-35.72544081582623,-74.09860933926004,"RESIDENTIAL","URBAN AND CENTER CITY",0,1335039.9427927742,20662863.42904057,21997903.371833343,21556.461382556,271250.626163413,292807.087545969,1335039.9427927742,21997903.371833343,21556.461382556,292807.087545969,5824277.021830975,935853.7969999999,1933725.604,.002066268908881715,0
"090013005","09001","090013005.1",13.4,"1",0,.13907629645378547,.6493244143896849,5.619474072544759,20.58433156719997,0,.0020050995224515,.010084303555797251,.22321451071146223,.8048639907052234,0,.144646,1.246033,3.632355,16.555202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.37967679099999996,3.0263425529999997,23.84991788399999,114.115140399,0,.092583998,11.969402393,21.506908240999998,40.051677133,0,.017280860999999998,1.9762852850000001,9.853052300000002,49.85868245799998,1.235263796,7.230856333999999,52.231721867,136.10161395999998,555.694618154,0,0,.279829511,1.698456721,12.319679515,0,0,0,0,0,0,0,0,0,0,.00818982496827713,.05118640113888647,.4528870262227663,1.2677441108884313,5.559488399537377,.0030861657502410165,.01928853408770234,.17556897291701015,.4915950635675282,2.204657673832294,.0031560788902141143,.019725491170595275,.1834256359791047,.5183987511552295,2.317063461958018,76715,76715,71683.71768364988,68769.49860499927,62251.95704839591,.14828431372549014,.14828431372549017,.21098319882351305,.24026174573358935,.2465427171195224,0,0,0,0,0,0,0,0,0,0,"09","001","1",3579.788,745.7,453.92,426.095,-.3015018362289845,-.07789175617221995,-1.3902881867631087,-.053350968449121954,-2.0842235472468573,-4.5065733063017,9.071710199907741,-11.162979191145965,60.29420325735465,-36.9277422844918,"RESIDENTIAL","SUBURBAN",0,2597297.6575587397,79740028.61124115,82337326.26879989,40337.214223189,3179118.748597705,3219455.9628208936,2040992.4717435976,81781021.08298475,32316.816133383003,3211435.5647310875,22477896.290179037,1254425.62,995350.1620000001,.0007934708492321769,0
"090019003","09001","090019003.1",12.7,"1",0,0,0,0,16.284153879422973,0,0,0,0,.7423502909276213,0,0,0,0,3.4395700000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.142356721,4.678189386,87.611513548,0,.22114972099999997,.8620485250000001,6.136945204,24.167441077,1.157452374,4.396933944,34.12798901199999,101.79998789999999,306.80712195899997,0,0,1.5350427559999997,5.0255716679999995,152.957162943,0,.2223,.6668999999999999,1.216760532,23.339883137999998,0,0,0,0,0,0,0,0,0,0,.0013672069953570617,.008545042900832621,.0768165624478293,.21134331140991056,.9169525574164579,.000511386554919033,.003196165661477548,.02869741231911101,.07815452606664663,.33543436895717754,.0005640292885136392,.0035251827148649424,.03163225519653802,.08570377202959394,.3638788069836633,189105,189105,188550.95425374567,183978.98471708313,175250.18522876728,.02669632925472738,.026696329254727612,.026742587424593775,.02712807328918215,.02804763033175964,0,0,0,0,0,0,0,0,0,0,"09","001","1",3579.788,745.7,453.92,426.095,.10422901361469919,.11018927805825429,.862655060970038,-.2993089059774057,9.394863065603039,-2.1695985298467573,27.61832910362285,2.322432786406478,117.05519384676808,32.53082171560373,"AGRICULTURAL","RURAL",0,0,65136615.51769189,65136615.51769189,0,2969401.163710485,2969401.163710485,0,65136615.51769189,0,2969401.163710485,0,613859.769,5400,8.796797367575982e-06,0
"090090018","09009","090090018.1",16.8,"1",0,1.0573360537019458,6.438476648803282,10.587537161631959,22.502754295965232,0,.02290695364424825,.138399798377444,.226222459205465,.4629454854712857,0,.260197,1.4747489999999999,2.3457060000000003,7.9204810000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.004580368,1.154069462,45.085922452999995,117.603067907,305.14331340999996,0,0,.062844951,1.5986052419999996,68.187947308,.790781615,3.6107020689999993,6.558505291,9.438697203,60.39991405499999,.439901813,2.955626453,17.750634499,45.394016174,179.07049817799998,0,0,0,0,.986538254,0,0,0,116.986,0,0,0,0,1,0,.010078328784028015,.0517190632764973,.35118383935658415,.9333493926901515,3.5572119951772563,.0037463402112350927,.019513888866647417,.13606981209443236,.3633796085362778,1.4206915288882582,.0042904145157713095,.022227989603083573,.15353668956536975,.40933112569226476,1.571848425460794,30536,36587.37547452269,43405.55717943641,44311.050251691544,40017.17418036519,.5807651434643997,.550881607127507,.4964858511702531,.4864722707599594,.46607699919410506,0,0,0,0,0,0,0,0,0,0,"09","009","1",2294.15,619.67,409.77,1053.542,-.039735354392212485,.04183536546474073,-.010669449069279245,.1754750558368251,7.4534003823936,12.48973470346674,17.41719225020286,34.334086582623875,56.16890192647292,96.32581329278767,"INDUSTRIAL","URBAN AND CENTER CITY",1,25753906.595213126,64257110.5886478,90011017.18386093,553599.193509776,1298182.748375367,1851781.9418851428,21524562.380405344,85781672.96905315,461971.37893278303,1760154.1273081498,42350148.646527834,292128.58900000004,432853.185,.0014817214107038321,0
"090091123","09009","090091123.1",14.1,"1",0,.27047113559462976,5.232372003274675,9.962029528288618,24.43239074206444,0,.00496911399975075,.11118666474899175,.21851017809720352,.5494597196611306,0,.446221,2.914737,7.2976090000000005,28.012152000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1779074319999998,3.589165892,17.506189467,51.277903208999994,300.1452642109999,0,0,0,.132978625,7.4023244749999995,.029381637999999998,1.9903116739999998,20.236931312,26.656287176999996,106.31258700399995,.027974479,2.140920418,31.740460829999996,114.94278009499999,354.524020981,0,0,0,0,3.6556017290000002,0,0,0,.402,0,0,0,0,1,0,.012119396347243993,.08390001330340317,.8033978866642887,2.3856660770622815,11.19529202451869,.005358682895797012,.041974335819065935,.42989388611437024,1.3535536303212776,4.221237588620204,.006363247544115067,.048160727534958585,.4858283745324478,1.507363286687954,4.648435419092015,23656.171451777896,33110.03287394128,38892.101558462644,44516.90626923685,42983.78782113067,.5872008946788467,.4601073779289599,.4069395580447342,.37100803836437624,.3342718947919754,0,0,0,0,0,0,0,0,0,0,"09","009","1",2294.15,619.67,409.77,1053.542,.3705878912830506,-.19268391046936414,.6719968409702829,.8448287877657568,-.4291878663160698,3.952112647416614,-8.741417161681245,9.515816977499465,-13.685433452953133,69.07277022273058,"RESIDENTIAL","URBAN AND CENTER CITY",0,20929488.0130987,76800074.95515907,97729562.96825777,444746.658995967,1753092.2196485554,2197838.8786445223,19847603.470720183,96647678.42587925,424870.202996964,2177962.4226455195,39848118.11315447,212393.74099999998,1222926.182,.0057578258956322076,0
"090099005","09009","090099005.1",11.7,"1",0,0,.1291037923283985,.9004442320407767,3.8606195147716336,0,0,.00105092702802975,.007437042683617499,.03895922478925775,0,0,.742875,2.558375,10.151708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.238517773,12.640572776,113.271278484,0,0,0,0,26.849345341,.8378370909999999,2.4598791749999998,5.838195987000001,10.007712091,108.770922182,.3974264579999999,5.260518809,63.393955183,169.795133677,518.0711229330001,0,0,.012912666,.566530315,5.077128966,0,0,0,0,0,0,0,0,0,0,.006143080649694252,.03839425037552781,.45760873639397964,1.4136293536229128,6.418853992183162,.0024973913162189094,.01560869422825339,.1798478653202648,.5586780826022805,2.743342370148,.002566414694305362,.016040090299888534,.1872554365498076,.5870048050932202,3.0041495342228797,66731,66731,64747.66840588645,61872.79055784697,56589.18979385469,.5275754422476587,.5275754422476587,.4803936544761398,.4752279427657759,.5576704311974091,0,0,0,0,0,0,0,0,0,0,"09","009","1",2294.15,619.67,409.77,1053.542,.10289600249909509,.20526174192654012,.5610996338346468,-1.1748893189523628,8.112909139973226,-13.427729916405536,26.540674572331493,-29.536911744593525,89.29344944282867,-33.756798298821714,"RESIDENTIAL","SUBURBAN",0,516415.169313594,14926062.88977294,15442478.059086535,4203.708112119,151633.191044912,155836.899157031,516415.169313594,15442478.059086535,4203.708112119,155836.899157031,3601776.928163107,1366136.4300000002,731317.5090000001,.0005353180640970096,0
"340030003","34003","340030003.1",14.3,"1",.076765732605388,.20424768915727604,2.0421565899287235,4.2411695332313695,22.753377466010132,.00027714452978400004,.000737387996568,.015119559404632998,.03391934199896225,.39205448721259106,.07416800000000001,.197336,1.286298,2.633114,7.9586369999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,14.539461104999999,62.57122090699998,0,0,0,0,2.467129613,0,0,1.024114364,4.042790531,89.09474064400001,.257246054,1.630808114,30.702941034999995,93.933750001,405.60410633599986,0,0,0,0,0,.17431876799999999,1.7724574269999998,16.314936872,46.676071402999995,120.42121366599997,0,0,.225032067,1.1191498370000001,10.427283333999998,0,.146678974,1.8162352129999997,5.296931795999999,96.66022590899999,1.060945028,5.8012615830000005,51.12737745700001,139.91779656399999,544.5310732680001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02897625877101331,.2324653386262609,2.3220138065979716,5.2007813726839895,16.757101777389156,.015025832017423997,.12581126916364932,1.2532869523219763,2.624933930125229,8.113876428588487,.01580217750013809,.132382005638585,1.3175482636743823,2.7492525035632793,8.549511008207027,69482.97085242592,68535.47136963271,67820.63150062098,64284.56556053824,66207.66085803484,.48045635870311965,.3390517912571754,.2843891836177065,.3188173513874279,.3281589824826129,.257246054,1.630808114,30.702941034999995,93.933750001,405.60410633599986,0,0,0,14.539461104999999,62.57122090699998,"34","003","1",3602.532,453.75,352.21,370.798,-.1860329691575567,-.07488074812626339,-.694117306915435,.30820548536004455,-2.9893110216755305,1.05551693041417,-6.304605624995121,1.6162507145039389,-2.711745576971652,-22.966435281660715,"COMMERCIAL","URBAN AND CENTER CITY",0,7861563.429293343,82844883.50432563,90706446.93361898,59369.659499395995,1507739.7112318322,1567109.3707312283,7351635.603085791,90196519.10741141,57528.68563225999,1565268.3968640922,16657615.202503925,755397.062,1449182.1820000003,.001918437673245809,1
"340030004","34003","340030004.0",19.6,"0",.13287259468231977,.35033014196094825,7.688900898584306,17.506522193357874,50.47094928864278,.001233052315262,.003251049576354,.24437769496120226,.47508684639713195,1.1504196911182658,.074923,.197541,1.0780319999999999,3.58693,12.108703000000004,0,0,0,0,0,0,0,0,0,0,1.235263796,6.105824932999999,21.584376333,35.23821646799999,80.22099147399999,0,0,0,0,65.530058113,0,0,3.93512496,17.784669863999998,141.90164844699996,0,0,7.049174495999999,56.63868252899999,284.655515807,0,0,0,0,0,1.235263796,6.824121434,45.195810777,86.605628278,143.126396712,0,0,0,.427117834,74.809389187,0,.012692342,2.046423158,8.925227675000002,119.89554406699997,0,.8835842079999998,22.241347427000004,97.051975566,434.20846695200004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.002876379500375225,.07544538706149452,1.1282294016067225,4.022126106596933,13.526396505016995,.001366210713747675,.03964826487146172,.6017833570721746,2.1565493327709313,6.81894495378281,.001442696272848423,.04263989679426238,.6436900930313391,2.284265094206477,7.239163549990949,68366.61663228735,66209.40654577684,63695.37405041074,61974.365237699,62372.178712399196,.2677230115171762,.2709363572819076,.24955231254335894,.23219494130037616,.32574397878692773,0,0,7.049174495999999,56.63868252899999,284.655515807,1.235263796,6.105824932999999,21.584376333,35.23821646799999,80.22099147399999,"34","003","0",3602.532,453.75,352.21,370.798,.3932149664025929,-.20295673705527173,1.6214625747717877,1.7148873986859199,9.052472168375532,10.734682643647547,6.073850508803012,18.332832840177907,6.9276092327924275,6.506911387596142,"INDUSTRIAL","URBAN AND CENTER CITY",1,30224113.215607945,171128193.5602339,201352306.77584183,972578.5705837611,3624167.9846282536,4596746.555212015,29354283.02649343,200482476.58672732,964506.581539393,4588674.566167647,69494598.39470221,543118.762,1214810.2540000002,.0022367304151426097,1
